Source Tissue Type,Target Destination Type,Source Order,Destination Order,Euclidean Distance,Distance Index
TE,ICM,9,47,69.50316453,0.56477132
TE,ICM,9,48,96.25493399,0.397251792
TE,TE,9,49,82.23503546,0.485044369
TE,ICM,9,50,118.1639169,0.260057784
TE,ICM,9,51,120.561035,0.245047035
TE,TE,9,52,33.93724057,0.787485066
TE,TE,9,53,127.5773175,0.201111088
TE,ICM,9,54,71.20260316,0.554129439
TE,TE,9,55,142.608105,0.106988326
TE,TE,9,56,115.7006644,0.275482667
TE,ICM,9,57,83.30725817,0.478330113
TE,TE,9,58,144.0583404,0.097906955
TE,ICM,9,59,100.8154316,0.368693965
TE,ICM,9,60,88.23010715,0.447503242
TE,ICM,9,61,91.92014093,0.424396258
TE,ICM,9,62,122.2770095,0.234301606
TE,TE,9,63,115.9424372,0.273968686
TE,TE,10,0,96.50994857,0.395654891
TE,TE,10,1,45.16697023,0.717164521
TE,TE,10,2,117.8300636,0.262148373
TE,TE,10,3,125.407437,0.214698876
TE,TE,10,4,42.78721194,0.732066563
TE,TE,10,5,93.03134555,0.417437897
TE,TE,10,6,89.99936513,0.436424152
TE,TE,10,7,142.2446506,0.109264277
TE,TE,10,8,146.0948809,0.085154142
TE,TE,10,9,45.78601194,0.713288083
TE,TE,10,10,0,1
TE,TE,10,11,119.4184095,0.252202154
TE,TE,10,12,100.1706515,0.372731577
TE,TE,10,13,71.90813381,0.549711407
TE,TE,10,14,148.2363968,0.071743974
TE,TE,10,15,61.24035337,0.616513027
TE,TE,10,16,147.8769275,0.07399497
TE,TE,10,17,102.937727,0.355404155
TE,TE,10,18,159.2191107,0.002970241
TE,TE,10,19,130.7678697,0.181131856
TE,TE,10,20,78.44781141,0.508759959
TE,TE,10,21,120.4571288,0.245697696
TE,TE,10,22,135.2967049,0.152772299
TE,TE,10,23,89.75911503,0.437928598
TE,ICM,10,24,135.1051279,0.153971954
TE,TE,10,25,154.4474094,0.032850625
TE,ICM,10,26,114.4863473,0.283086717
TE,TE,10,27,117.3589045,0.26509877
TE,TE,10,28,101.6423349,0.363515898
TE,ICM,10,29,118.0648237,0.260678305
TE,ICM,10,30,118.1466284,0.260166044
TE,TE,10,31,154.8302306,0.030453399
TE,TE,10,32,144.9555454,0.092288659
TE,TE,10,33,81.25258919,0.491196446
TE,ICM,10,34,96.01656232,0.398744475
TE,ICM,10,35,68.29886276,0.572312655
TE,TE,10,36,62.58922688,0.608066384
TE,TE,10,37,70.66465489,0.55749807
TE,TE,10,38,37.83906532,0.763051847
TE,TE,10,39,125.9560622,0.211263386
TE,ICM,10,40,112.6503528,0.294583711
TE,TE,10,41,61.68412468,0.613734132
TE,TE,10,42,142.7525978,0.106083512
TE,ICM,10,43,109.335774,0.315339598
TE,ICM,10,44,105.1162521,0.341762235
TE,TE,10,45,114.3093305,0.284195196
TE,ICM,10,46,83.0803238,0.479751175
TE,ICM,10,47,88.38897165,0.446508433
TE,ICM,10,48,109.6022615,0.313670854
TE,TE,10,49,69.90541003,0.562252459
TE,ICM,10,50,134.7198561,0.156384525
TE,ICM,10,51,136.5762448,0.144759823
TE,TE,10,52,36.9725314,0.768478081
TE,TE,10,53,102.250937,0.359704833
TE,ICM,10,54,95.41571427,0.402506984
TE,TE,10,55,140.2812994,0.121558778
TE,TE,10,56,143.258622,0.10291479
TE,ICM,10,57,91.39332108,0.427695203
TE,TE,10,58,122.7834215,0.231130455
TE,ICM,10,59,123.8070307,0.224720617
TE,ICM,10,60,96.80189218,0.393826741
TE,ICM,10,61,89.55037181,0.439235747
TE,ICM,10,62,126.0466436,0.210696165
TE,TE,10,63,94.71639884,0.406886096
TE,TE,11,0,122.1758904,0.234934814
TE,TE,11,1,97.80146057,0.387567446
TE,TE,11,2,55.52727097,0.652288338
TE,TE,11,3,121.1322968,0.241469795
TE,TE,11,4,141.0279241,0.116883416
TE,TE,11,5,46.24450311,0.710417012
TE,TE,11,6,152.3140506,0.046209714
TE,TE,11,7,103.7322809,0.35042866
TE,TE,11,8,68.33428473,0.572090843
TE,TE,11,9,85.07071923,0.467287323
TE,TE,11,10,119.4184095,0.252202154
TE,TE,11,11,0,1
TE,TE,11,12,28.91359151,0.818943147
TE,TE,11,13,70.41545561,0.559058555
TE,TE,11,14,136.9871843,0.14218652
TE,TE,11,15,91.67389367,0.425938258
TE,TE,11,16,57.47560408,0.64008788
TE,TE,11,17,45.72296734,0.713682868
TE,TE,11,18,90.20597938,0.435130334
TE,TE,11,19,147.4357666,0.076757519
TE,TE,11,20,107.3313211,0.327891478
TE,TE,11,21,148.0888197,0.072668102
TE,TE,11,22,46.62724647,0.708020274
TE,TE,11,23,126.6655303,0.206820698
TE,ICM,11,24,59.11115538,0.629846061
TE,TE,11,25,118.520898,0.257822369
TE,ICM,11,26,113.4519998,0.289563799
TE,TE,11,27,66.4169141,0.584097414
TE,TE,11,28,90.81056351,0.431344429
TE,ICM,11,29,123.3929617,0.227313516
TE,ICM,11,30,78.68910336,0.507248989
TE,TE,11,31,93.608291,0.413825065
TE,TE,11,32,108.9065203,0.318027584
TE,TE,11,33,72.38774721,0.546708069
TE,ICM,11,34,106.7049479,0.331813826
TE,ICM,11,35,93.77594087,0.412775242
TE,TE,11,36,146.6868873,0.081446999
TE,TE,11,37,60.82838897,0.619092747
TE,TE,11,38,121.0365329,0.242069469
TE,TE,11,39,107.740318,0.32533034
TE,ICM,11,40,41.81399521,0.738160844
TE,TE,11,41,125.6523937,0.213164957
TE,TE,11,42,128.1751889,0.197367218
TE,ICM,11,43,135.6176877,0.150762306
TE,ICM,11,44,82.64058882,0.482504795
TE,TE,11,45,134.7515299,0.156186184
TE,ICM,11,46,134.4567445,0.15803213
TE,ICM,11,47,83.02195799,0.480116662
TE,ICM,11,48,93.51576387,0.41440447
TE,TE,11,49,108.8620954,0.318305772
TE,ICM,11,50,91.1942876,0.42894155
TE,ICM,11,51,83.45180911,0.477424935
TE,TE,11,52,105.2226489,0.341095979
TE,TE,11,53,155.0800825,0.028888827
TE,ICM,11,54,62.5257691,0.608463756
TE,TE,11,55,134.0433269,0.16062095
TE,TE,11,56,44.11581976,0.723746823
TE,ICM,11,57,96.30610492,0.39693136
TE,TE,11,58,150.0606951,0.060320222
TE,ICM,11,59,64.05857376,0.598865337
TE,ICM,11,60,109.4288535,0.314756734
TE,ICM,11,61,119.9622114,0.248796867
TE,ICM,11,62,113.3331614,0.290307965
TE,TE,11,63,149.3534648,0.064748896
TE,TE,12,0,125.4955692,0.214146991
TE,TE,12,1,85.63177132,0.463774016
TE,TE,12,2,72.39426814,0.546667235
TE,TE,12,3,131.2881034,0.177874154
TE,TE,12,4,127.9581824,0.198726113
TE,TE,12,5,44.75194296,0.719763421
TE,TE,12,6,147.3035903,0.077585206
TE,TE,12,7,120.3250886,0.246524531
TE,TE,12,8,91.93348178,0.424312717
TE,TE,12,9,61.05032235,0.617703001
TE,TE,12,10,100.1706515,0.372731577
TE,TE,12,11,28.91359151,0.818943147
TE,TE,12,12,0,1
TE,TE,12,13,42.88584956,0.731448894
TE,TE,12,14,145.2605018,0.090379023
TE,TE,12,15,66.0198526,0.586583812
TE,TE,12,16,79.10119329,0.504668483
TE,TE,12,17,25.5656545,0.839907922
TE,TE,12,18,108.1738301,0.322615688
TE,TE,12,19,147.2997936,0.077608981
TE,TE,12,20,84.95679828,0.468000696
TE,TE,12,21,142.7189007,0.106294523
TE,TE,12,22,53.19656543,0.666883212
TE,TE,12,23,108.4978475,0.320586692
TE,ICM,12,24,68.04741099,0.573887246
TE,TE,12,25,127.7527342,0.200012629
TE,ICM,12,26,104.823324,0.34359655
TE,TE,12,27,54.77041397,0.657027775
TE,TE,12,28,71.35423674,0.553179909
TE,ICM,12,29,118.5844926,0.25742414
TE,ICM,12,30,71.22927195,0.553962439
TE,TE,12,31,104.0959861,0.348151139
TE,TE,12,32,111.5685307,0.30135808
TE,TE,12,33,48.3786126,0.697053223
TE,ICM,12,34,95.77522617,0.400255721
TE,ICM,12,35,74.30034814,0.534731366
TE,TE,12,36,130.1088322,0.185258748
TE,TE,12,37,35.17298241,0.779746853
TE,TE,12,38,99.82741065,0.37488095
TE,TE,12,39,97.95809231,0.386586618
TE,ICM,12,40,39.19352225,0.754570241
TE,TE,12,41,104.9357076,0.342892805
TE,TE,12,42,131.372025,0.177348637
TE,ICM,12,43,126.020581,0.210859369
TE,ICM,12,44,76.01285313,0.524007663
TE,TE,12,45,124.6572038,0.219396834
TE,ICM,12,46,118.6683045,0.25689931
TE,ICM,12,47,64.75008515,0.594535094
TE,ICM,12,48,82.75892434,0.481763778
TE,TE,12,49,105.7664837,0.337690487
TE,ICM,12,50,89.29784185,0.440817089
TE,ICM,12,51,87.36903158,0.452895296
TE,TE,12,52,81.29258437,0.490945996
TE,TE,12,53,147.0848973,0.078954662
TE,ICM,12,54,48.80311992,0.694394959
TE,TE,12,55,132.3873097,0.170990926
TE,TE,12,56,62.65266325,0.607669146
TE,ICM,12,57,82.36329104,0.484241233
TE,TE,12,58,151.6180755,0.050567908
TE,ICM,12,59,63.52241642,0.602222753
TE,ICM,12,60,92.03874301,0.423653572
TE,ICM,12,61,104.051317,0.348430857
TE,ICM,12,62,109.3852901,0.315029528
TE,TE,12,63,137.2517976,0.140529513
TE,TE,13,0,128.9878918,0.192278074
TE,TE,13,1,76.99183098,0.517877305
TE,TE,13,2,102.2545954,0.359681924
TE,TE,13,3,142.0280052,0.11062091
TE,TE,13,4,105.5819601,0.338845973
TE,TE,13,5,68.72544674,0.569641387
TE,TE,13,6,134.1340869,0.160052611
TE,TE,13,7,140.0501439,0.123006273
TE,TE,13,8,122.9036576,0.230377537
TE,TE,13,9,34.11595724,0.786365943
TE,TE,13,10,71.90813381,0.549711407
TE,TE,13,11,70.41545561,0.559058555
TE,TE,13,12,42.88584956,0.731448894
TE,TE,13,13,0,1
TE,TE,13,14,150.9212805,0.054931237
TE,TE,13,15,24.92482668,0.843920784
TE,TE,13,16,109.6415274,0.313424971
TE,TE,13,17,36.95406946,0.768593689
TE,TE,13,18,131.1744752,0.178585694
TE,TE,13,19,140.5176599,0.120078689
TE,TE,13,20,49.97216258,0.687074416
TE,TE,13,21,128.6224417,0.194566522
TE,TE,13,22,78.29345475,0.50972654
TE,TE,13,23,78.13681229,0.510707435
TE,ICM,13,24,88.44636421,0.446149041
TE,TE,13,25,137.1194879,0.141358035
TE,ICM,13,26,91.57523089,0.426556084
TE,TE,13,27,56.68260082,0.645053665
TE,TE,13,28,49.69691683,0.688798004
TE,ICM,13,29,108.2997138,0.321827405
TE,ICM,13,30,69.98370793,0.561762158
TE,TE,13,31,119.4495288,0.252007285
TE,TE,13,32,115.1463039,0.278954071
TE,TE,13,33,20.89399964,0.869161815
TE,ICM,13,34,78.95497077,0.505584128
TE,ICM,13,35,45.10054397,0.717580482
TE,TE,13,36,99.50577239,0.376895048
TE,TE,13,37,24.76829088,0.844901011
TE,TE,13,38,64.22414676,0.597828519
TE,TE,13,39,86.84759854,0.456160508
TE,ICM,13,40,58.20177629,0.635540591
TE,TE,13,41,69.31084187,0.565975644
TE,TE,13,42,131.6795191,0.175423109
TE,ICM,13,43,107.3255082,0.327927878
TE,ICM,13,44,71.42575659,0.552732052
TE,TE,13,45,105.8909034,0.336911371
TE,ICM,13,46,90.20662234,0.435126308
TE,ICM,13,47,43.66629686,0.726561735
TE,ICM,13,48,71.42359926,0.552745561
TE,TE,13,49,105.7533604,0.337772665
TE,ICM,13,50,91.80618517,0.425109848
TE,ICM,13,51,97.03556437,0.392363486
TE,TE,13,52,43.32238279,0.728715324
TE,TE,13,53,128.3595918,0.196212488
TE,ICM,13,54,44.52720221,0.721170747
TE,TE,13,55,126.1689324,0.209930393
TE,TE,13,56,94.31580335,0.409394624
TE,ICM,13,57,63.48777682,0.602439666
TE,TE,13,58,147.1045011,0.078831903
TE,ICM,13,59,74.35936482,0.534361803
TE,ICM,13,60,66.54827833,0.583274812
TE,ICM,13,61,77.67703783,0.513586541
TE,ICM,13,62,102.7987144,0.356274652
TE,TE,13,63,112.9999643,0.292394445
TE,TE,14,0,96.98411518,0.392685661
TE,TE,14,1,147.4842986,0.076453611
TE,TE,14,2,125.8801831,0.21173854
TE,TE,14,3,66.75187229,0.581999907
TE,TE,14,4,128.3317866,0.196386604
TE,TE,14,5,148.3474606,0.071048493
TE,TE,14,6,88.59051271,0.445246383
TE,TE,14,7,63.49074537,0.602421077
TE,TE,14,8,94.98173854,0.405224539
TE,TE,14,9,156.5783784,0.019506501
TE,TE,14,10,148.2363968,0.071743974
TE,TE,14,11,136.9871843,0.14218652
TE,TE,14,12,145.2605018,0.090379023
TE,TE,14,13,150.9212805,0.054931237
TE,TE,14,14,0,1
TE,TE,14,15,148.08181,0.072711996
TE,TE,14,16,98.46701109,0.38339977
TE,TE,14,17,141.5014458,0.113918224
TE,TE,14,18,71.18067206,0.554266771
TE,TE,14,19,43.27886184,0.728987852
TE,TE,14,20,140.5933298,0.119604844
TE,TE,14,21,69.82114504,0.562780127
TE,TE,14,22,125.0940935,0.216661032
TE,TE,14,23,127.2155232,0.203376643
TE,ICM,14,24,102.0659313,0.360863338
TE,TE,14,25,42.57616215,0.733388156
TE,ICM,14,26,94.70602905,0.406951032
TE,TE,14,27,132.4288364,0.170730886
TE,TE,14,28,139.1399762,0.128705742
TE,ICM,14,29,71.7453025,0.550731056
TE,ICM,14,30,112.4817238,0.295639666
TE,TE,14,31,79.03411213,0.505088545
TE,TE,14,32,76.3229998,0.522065525
TE,TE,14,33,140.0117401,0.123246758
TE,ICM,14,34,94.97200612,0.405285484
TE,ICM,14,35,122.3747924,0.23368929
TE,TE,14,36,124.3379793,0.221395817
TE,TE,14,37,154.5122956,0.032444308
TE,TE,14,38,138.7975311,0.130850132
TE,TE,14,39,115.359328,0.277620114
TE,ICM,14,40,119.0916688,0.254248203
TE,TE,14,41,134.6130083,0.157053606
TE,TE,14,42,45.13526641,0.71736305
TE,ICM,14,43,89.8650906,0.437264979
TE,ICM,14,44,93.67676567,0.413396277
TE,TE,14,45,96.01905038,0.398728895
TE,ICM,14,46,114.0808828,0.285625736
TE,ICM,14,47,124.8314342,0.218305804
TE,ICM,14,48,108.9319319,0.317868456
TE,TE,14,49,130.3059638,0.18402431
TE,ICM,14,50,101.9748938,0.361433415
TE,ICM,14,51,88.89355946,0.443348705
TE,TE,14,52,148.2675074,0.07154916
TE,TE,14,53,83.50962501,0.477062892
TE,ICM,14,54,117.8996187,0.261712819
TE,TE,14,55,69.47369747,0.564955843
TE,TE,14,56,115.457019,0.277008374
TE,ICM,14,57,108.1296819,0.322892144
TE,TE,14,58,46.80992693,0.706876329
TE,ICM,14,59,107.8213282,0.324823054
TE,ICM,14,60,125.9115999,0.211541808
TE,ICM,14,61,114.8048395,0.28109232
TE,ICM,14,62,81.45128797,0.489952194
TE,TE,14,63,100.562669,0.370276764
TE,TE,15,0,129.7957513,0.18721926
TE,TE,15,1,80.89793705,0.493417277
TE,TE,15,2,118.6334282,0.257117705
TE,TE,15,3,144.3587813,0.096025594
TE,TE,15,4,93.09645641,0.417030172
TE,TE,15,5,88.17374438,0.447856186
TE,TE,15,6,123.1483985,0.22884497
TE,TE,15,7,146.60851,0.081937798
TE,TE,15,8,136.1933437,0.147157549
TE,TE,15,9,39.09781407,0.755169565
TE,TE,15,10,61.24035337,0.616513027
TE,TE,15,11,91.67389367,0.425938258
TE,TE,15,12,66.0198526,0.586583812
TE,TE,15,13,24.92482668,0.843920784
TE,TE,15,14,148.08181,0.072711996
TE,TE,15,15,0,1
TE,TE,15,16,122.8904902,0.230459991
TE,TE,15,17,55.60299059,0.651814182
TE,TE,15,18,139.0999132,0.128956616
TE,TE,15,19,130.7909321,0.18098744
TE,TE,15,20,29.96946403,0.812331275
TE,TE,15,21,115.0615283,0.279484935
TE,TE,15,22,92.71092715,0.419444356
TE,TE,15,23,57.97461572,0.63696307
TE,ICM,15,24,98.44753339,0.383521739
TE,TE,15,25,136.912966,0.142651275
TE,ICM,15,26,81.57908881,0.489151906
TE,TE,15,27,64.89437746,0.593631536
TE,TE,15,28,44.78731588,0.719541916
TE,ICM,15,29,98.20066954,0.3850676
TE,ICM,15,30,71.73027018,0.550825189
TE,TE,15,31,124.1317097,0.222687477
TE,TE,15,32,113.4733985,0.289429801
TE,TE,15,33,25.98237154,0.83729844
TE,ICM,15,34,67.38008062,0.578066067
TE,ICM,15,35,29.57694649,0.814789219
TE,TE,15,36,78.7212736,0.507047539
TE,TE,15,37,45.43687835,0.715474357
TE,TE,15,38,43.17781095,0.729620632
TE,TE,15,39,80.44190294,0.496272961
TE,ICM,15,40,71.79679794,0.550408592
TE,TE,15,41,45.8213173,0.713067001
TE,TE,15,42,126.4675519,0.208060438
TE,ICM,15,43,92.15282828,0.42293917
TE,ICM,15,44,69.2591896,0.56629909
TE,TE,15,45,91.00965015,0.430097749
TE,ICM,15,46,69.9047509,0.562256587
TE,ICM,15,47,38.04706129,0.761749377
TE,ICM,15,48,65.99536456,0.586737157
TE,TE,15,49,109.1257252,0.316654923
TE,ICM,15,50,92.49217043,0.42081421
TE,ICM,15,51,100.4693534,0.370861106
TE,TE,15,52,25.6456627,0.83940691
TE,TE,15,53,112.5196014,0.295402476
TE,ICM,15,54,50.12643961,0.686108333
TE,TE,15,55,117.6829398,0.263069662
TE,TE,15,56,109.5112647,0.314240675
TE,ICM,15,57,53.12223141,0.667348691
TE,TE,15,58,139.2162989,0.128227809
TE,ICM,15,59,81.58141804,0.48913732
TE,ICM,15,60,52.07257666,0.673921627
TE,ICM,15,61,59.87814637,0.625043165
TE,ICM,15,62,95.83940527,0.399853832
TE,TE,15,63,94.27867808,0.409627103
TE,TE,16,0,121.2083806,0.240993358
TE,TE,16,1,131.1547641,0.178709124
TE,TE,16,2,72.92884305,0.543319728
TE,TE,16,3,101.5151628,0.36431225
TE,TE,16,4,155.2017329,0.028127053
TE,TE,16,5,92.52177785,0.420628808
TE,TE,16,6,146.5007894,0.082612344
TE,TE,16,7,71.65825511,0.551276147
TE,TE,16,8,36.97679603,0.768451376
TE,TE,16,9,126.2684569,0.20930717
TE,TE,16,10,147.8769275,0.07399497
TE,TE,16,11,57.47560408,0.64008788
TE,TE,16,12,79.10119329,0.504668483
TE,TE,16,13,109.6415274,0.313424971
TE,TE,16,14,98.46701109,0.38339977
TE,TE,16,15,122.8904902,0.230459991
TE,TE,16,16,0,1
TE,TE,16,17,81.01545677,0.492681369
TE,TE,16,18,35.23442438,0.779362104
TE,TE,16,19,120.2807663,0.246802078
TE,TE,16,20,126.6620549,0.20684246
TE,TE,16,21,128.683759,0.194182553
TE,TE,16,22,48.55592125,0.695942916
TE,TE,16,23,133.8096903,0.162083981
TE,ICM,16,24,36.98758087,0.768383841
TE,TE,16,25,73.79963436,0.537866834
TE,ICM,16,26,102.397048,0.358789886
TE,TE,16,27,80.07901895,0.49854534
TE,TE,16,28,107.6607038,0.325828884
TE,ICM,16,29,104.0039163,0.34872768
TE,ICM,16,30,76.59092431,0.520387782
TE,TE,16,31,49.70868499,0.688724312
TE,TE,16,32,76.48015453,0.521081422
TE,TE,16,33,101.8828527,0.362009776
TE,ICM,16,34,102.4514874,0.358448987
TE,ICM,16,35,110.4463503,0.308385171
TE,TE,16,36,155.1770996,0.028281306
TE,TE,16,37,107.6633444,0.325812349
TE,TE,16,38,142.6789993,0.106544386
TE,TE,16,39,101.0576657,0.367177095
TE,ICM,16,40,56.26033494,0.647697893
TE,TE,16,41,141.3763365,0.114701658
TE,TE,16,42,93.04258637,0.417367507
TE,ICM,16,43,124.2481249,0.221958485
TE,ICM,16,44,76.21851898,0.522719784
TE,TE,16,45,123.6716508,0.225568365
TE,ICM,16,46,137.3202237,0.140101028
TE,ICM,16,47,98.48403649,0.383293157
TE,ICM,16,48,91.57746147,0.426542116
TE,TE,16,49,128.5149387,0.195239706
TE,ICM,16,50,73.87886703,0.537370679
TE,ICM,16,51,56.26907386,0.64764317
TE,TE,16,52,135.5076035,0.151451653
TE,TE,16,53,144.0131862,0.09818971
TE,ICM,16,54,77.58196721,0.514181873
TE,TE,16,55,106.100302,0.335600117
TE,TE,16,56,25.04751076,0.843152537
TE,ICM,16,57,100.0020512,0.373787352
TE,TE,16,58,127.3395137,0.202600215
TE,ICM,16,59,56.96263399,0.643300098
TE,ICM,16,60,117.1225092,0.266579077
TE,ICM,16,61,123.4082283,0.227217916
TE,ICM,16,62,92.95295299,0.417928791
TE,TE,16,63,144.2908741,0.096450829
TE,TE,17,0,135.9755402,0.148521434
TE,TE,17,1,99.19151872,0.378862904
TE,TE,17,2,92.49339685,0.42080653
TE,TE,17,3,139.1101939,0.128892238
TE,TE,17,4,129.9213388,0.186432831
TE,TE,17,5,68.67507955,0.569956786
TE,TE,17,6,147.2381422,0.077995042
TE,TE,17,7,127.5946271,0.201002695
TE,TE,17,8,101.761329,0.362770757
TE,TE,17,9,66.5225796,0.583435737
TE,TE,17,10,102.937727,0.355404155
TE,TE,17,11,45.72296734,0.713682868
TE,TE,17,12,25.5656545,0.839907922
TE,TE,17,13,36.95406946,0.768593689
TE,TE,17,14,141.5014458,0.113918224
TE,TE,17,15,55.60299059,0.651814182
TE,TE,17,16,81.01545677,0.492681369
TE,TE,17,17,0,1
TE,TE,17,18,106.236885,0.334744834
TE,TE,17,19,138.7088957,0.131405167
TE,TE,17,20,67.31156169,0.578495133
TE,TE,17,21,130.5400135,0.182558692
TE,TE,17,22,42.97612673,0.730883579
TE,TE,17,23,90.40903948,0.433858772
TE,ICM,17,24,58.34349703,0.634653136
TE,TE,17,25,119.4818916,0.251804629
TE,ICM,17,26,86.24140038,0.45995652
TE,TE,17,27,30.64252904,0.808116543
TE,TE,17,28,47.82040866,0.700548695
TE,ICM,17,29,103.9877847,0.348828696
TE,ICM,17,30,50.09092332,0.686330736
TE,TE,17,31,93.71600681,0.413150549
TE,TE,17,32,96.33359366,0.396759225
TE,TE,17,33,31.58605959,0.802208157
TE,ICM,17,34,79.43841093,0.502556827
TE,ICM,17,35,60.16071952,0.623273692
TE,TE,17,36,121.8316916,0.237090186
TE,TE,17,37,45.02043477,0.718082126
TE,TE,17,38,92.98232969,0.417744834
TE,TE,17,39,75.41204216,0.52776994
TE,ICM,17,40,27.31301014,0.828965984
TE,TE,17,41,92.44018555,0.421139739
TE,TE,17,42,120.0846182,0.248030356
TE,ICM,17,43,110.4401285,0.308424132
TE,ICM,17,44,59.60053291,0.62678158
TE,TE,17,45,107.2813731,0.328204252
TE,ICM,17,46,104.3060901,0.346835468
TE,ICM,17,47,44.75459541,0.719746811
TE,ICM,17,48,61.90734992,0.612336296
TE,TE,17,49,120.197042,0.247326359
TE,ICM,17,50,70.14732435,0.560737592
TE,ICM,17,51,72.99178402,0.542925592
TE,TE,17,52,76.59490496,0.520362855
TE,TE,17,53,138.2851352,0.134058754
TE,ICM,17,54,30.09005532,0.811576133
TE,TE,17,55,116.9172776,0.267864237
TE,TE,17,56,61.43551978,0.615290896
TE,ICM,17,57,64.28429485,0.597451872
TE,TE,17,58,149.3354708,0.064861575
TE,ICM,17,59,47.11979546,0.704935933
TE,ICM,17,60,71.28799659,0.553594705
TE,ICM,17,61,86.64170362,0.457449822
TE,ICM,17,62,92.34514617,0.421734876
TE,TE,17,63,124.9892637,0.217317476
TE,TE,18,0,120.2933797,0.246723092
TE,TE,18,1,147.2975735,0.077622883
TE,TE,18,2,94.94998608,0.405423373
TE,TE,18,3,91.67410263,0.425936949
TE,TE,18,4,157.6913935,0.012536803
TE,TE,18,5,119.5458242,0.251404283
TE,TE,18,6,137.4411674,0.139343679
TE,TE,18,7,60.26385451,0.622627861
TE,TE,18,8,48.64571435,0.695380632
TE,TE,18,9,146.381723,0.083357938
TE,TE,18,10,159.2191107,0.002970241
TE,TE,18,11,90.20597938,0.435130334
TE,TE,18,12,108.1738301,0.322615688
TE,TE,18,13,131.1744752,0.178585694
TE,TE,18,14,71.18067206,0.554266771
TE,TE,18,15,139.0999132,0.128956616
TE,TE,18,16,35.23442438,0.779362104
TE,TE,18,17,106.236885,0.334744834
TE,TE,18,18,0,1
TE,TE,18,19,99.18635187,0.378895259
TE,TE,18,20,137.0603718,0.14172822
TE,TE,18,21,112.7960233,0.293671523
TE,TE,18,22,73.77168845,0.538041832
TE,TE,18,23,136.2705342,0.146674182
TE,ICM,18,24,52.80244147,0.669351215
TE,TE,18,25,45.16485247,0.717177782
TE,ICM,18,26,98.13213101,0.385496788
TE,TE,18,27,98.31943165,0.384323912
TE,TE,18,28,121.0212764,0.242165004
TE,ICM,18,29,92.01361585,0.423810918
TE,ICM,18,30,86.07146418,0.46102066
TE,TE,18,31,36.05012307,0.7742542
TE,TE,18,32,63.03063285,0.605302301
TE,TE,18,33,120.3978094,0.246069153
TE,ICM,18,34,101.2865064,0.365744096
TE,ICM,18,35,120.0855872,0.248024289
TE,TE,18,36,154.4144078,0.033057281
TE,TE,18,37,132.2022132,0.17215
TE,TE,18,38,150.8418905,0.055428378
TE,TE,18,39,102.7302246,0.356703535
TE,ICM,18,40,79.34066619,0.503168904
TE,TE,18,41,146.9129694,0.080031273
TE,TE,18,42,70.19547964,0.560436044
TE,ICM,18,43,115.1855866,0.278708082
TE,ICM,18,44,80.06681415,0.498621767
TE,TE,18,45,115.6244128,0.275960154
TE,ICM,18,46,135.5969173,0.15089237
TE,ICM,18,47,110.7132177,0.306714048
TE,ICM,18,48,96.22042847,0.397467866
TE,TE,18,49,138.633049,0.131880119
TE,ICM,18,50,75.37008865,0.528032653
TE,ICM,18,51,55.40696124,0.653041717
TE,TE,18,52,149.2415703,0.065449579
TE,TE,18,53,131.6931647,0.175337661
TE,ICM,18,54,93.57794936,0.414015065
TE,TE,18,55,88.68424711,0.444659418
TE,TE,18,56,55.87276249,0.650124871
TE,ICM,18,57,104.7306462,0.344176899
TE,TE,18,58,108.7581775,0.318956506
TE,ICM,18,59,70.38865589,0.559226375
TE,ICM,18,60,122.7962547,0.231050094
TE,ICM,18,61,124.4226273,0.220865752
TE,ICM,18,62,83.87108538,0.474799428
TE,TE,18,63,136.3998574,0.14586436
TE,TE,19,0,106.0954975,0.335630202
TE,TE,19,1,143.1684792,0.103479264
TE,TE,19,2,144.4941497,0.095177918
TE,TE,19,3,90.48577053,0.433378282
TE,TE,19,4,108.7729477,0.318864015
TE,TE,19,5,155.4895172,0.026324948
TE,TE,19,6,70.92182737,0.555887656
TE,TE,19,7,97.29998861,0.390707662
TE,TE,19,8,123.6602072,0.225640025
TE,TE,19,9,145.8816858,0.086489169
TE,TE,19,10,130.7678697,0.181131856
TE,TE,19,11,147.4357666,0.076757519
TE,TE,19,12,147.2997936,0.077608981
TE,TE,19,13,140.5176599,0.120078689
TE,TE,19,14,43.27886184,0.728987852
TE,TE,19,15,130.7909321,0.18098744
TE,TE,19,16,120.2807663,0.246802078
TE,TE,19,17,138.7088957,0.131405167
TE,TE,19,18,99.18635187,0.378895259
TE,TE,19,19,0,1
TE,TE,19,20,117.5183934,0.264100051
TE,TE,19,21,28.85451744,0.819313068
TE,TE,19,22,131.663653,0.175522463
TE,TE,19,23,97.27312548,0.390875879
TE,ICM,19,24,110.7361908,0.30657019
TE,TE,19,25,61.00222141,0.618004209
TE,ICM,19,26,72.56598735,0.545591929
TE,TE,19,27,126.653928,0.206893351
TE,TE,19,28,122.9617416,0.230013815
TE,ICM,19,29,46.08012802,0.711446329
TE,ICM,19,30,104.735475,0.344146661
TE,TE,19,31,92.22515997,0.422486229
TE,TE,19,32,74.01967682,0.536488929
TE,TE,19,33,127.9748181,0.19862194
TE,ICM,19,34,71.96816274,0.549335506
TE,ICM,19,35,102.6518057,0.357194594
TE,TE,19,36,91.53181939,0.426827926
